GEOID,sovi,rank,state_id
g48075,2.8711571755806924,35.0,g48
g48077,-2.700568790846658,217.0,g48
g48079,-0.7501795289958058,171.0,g48
g48081,1.0525662418493102,89.0,g48
g48083,3.361868233659828,24.0,g48
g48085,-4.72492634994357,243.0,g48
g48087,2.1006446743055083,54.0,g48
g48089,0.33722675462453605,114.0,g48
g48091,-5.019820310766818,247.0,g48
g48093,0.7881160982545055,97.0,g48
g48095,2.783827223591514,36.0,g48
g48097,-1.7890975083963836,198.0,g48
g48099,-0.13007044975901175,143.0,g48
g48101,4.322240876874906,8.0,g48
g48103,-2.1804622212921383,209.0,g48
g48105,-0.6789193572389096,168.0,g48
g48107,1.7279726932449264,63.0,g48
g48109,0.8995357294644644,94.0,g48
g48111,-2.675010874201611,216.0,g48
g48113,3.378439592797726,23.0,g48
g48115,2.648085063546829,41.0,g48
g48117,-1.6299843498052384,193.0,g48
g48119,0.12713392976634375,130.0,g48
g48121,-4.338863710516573,238.0,g48
g48123,2.4418282012684376,46.0,g48
g48125,3.8610225515300334,16.0,g48
g48127,2.4479647120761068,45.0,g48
g48129,0.2564429627777176,120.0,g48
g48131,3.6561496411937626,21.0,g48
g48133,1.9915767489310614,58.0,g48
g48135,-1.8656366129366382,200.0,g48
g48137,0.2628921493992119,118.0,g48
g48139,-4.061867767616861,233.0,g48
g48141,0.9238351514057116,92.0,g48
g48143,-2.1138322098772586,207.0,g48
g48145,4.037485583164832,14.0,g48
g48147,0.25806667016274343,119.0,g48
g48149,-1.4471466309556569,190.0,g48
g48151,-0.053704685275461905,135.0,g48
g48153,1.666352858621904,64.0,g48
g48155,5.36001069487397,3.0,g48
g48157,-3.477865338085114,226.0,g48
g48159,-0.466703988071593,158.0,g48
g48161,0.17098565153414647,128.0,g48
g48163,3.244207743790011,29.0,g48
g48165,-4.823161956195925,244.0,g48
g48167,-1.1515332371877123,184.0,g48
g48169,4.046147688712268,13.0,g48
g48171,-2.5556849643110477,213.0,g48
g48173,-7.6879522232213136,254.0,g48
g48175,-0.11519436514761117,139.0,g48
g48177,0.436274487917288,109.0,g48
g48179,-0.42534816235860484,157.0,g48
g48181,-0.2712306873084236,149.0,g48
g48183,1.0954282755526972,81.0,g48
g48185,1.5079835039122504,67.0,g48
g48187,-4.234158760737019,236.0,g48
g48189,1.1612803549237563,80.0,g48
g48191,3.3387381018822486,26.0,g48
g48193,0.4142372907465332,110.0,g48
g48195,-1.962261702667035,205.0,g48
g48197,3.5181415434804375,22.0,g48
g48199,-2.95844013652456,221.0,g48
g48201,2.1392380456514415,52.0,g48
g48203,-0.10855618670897449,137.0,g48
g48205,-2.2121776451638127,210.0,g48
g48207,1.9765481832283407,59.0,g48
g48209,-4.6086707934957065,240.0,g48
g48211,-1.7855958911100638,197.0,g48
g48213,-0.678539430222632,167.0,g48
g48215,0.5993670177933887,103.0,g48
g48217,-0.33709555417509224,154.0,g48
g48219,-1.8851055185346952,202.0,g48
g48221,-3.7239058390056634,228.0,g48
g48223,-0.6086451344489844,165.0,g48
g48225,5.164225400878262,4.0,g48
g48227,3.346189954681128,25.0,g48
g48229,1.0897464347993924,83.0,g48
g48231,-0.931430562893578,177.0,g48
g48233,-1.0960370438401759,182.0,g48
g48235,-4.215850241865958,235.0,g48
g48237,-0.12992602391682395,142.0,g48
g48239,-0.9295644705478938,176.0,g48
g48241,1.2117350079735103,74.0,g48
g48243,-0.9325192784737458,178.0,g48
g48245,4.208389584316009,11.0,g48
g48247,1.8851327611012443,62.0,g48
g48249,0.9044726517465693,93.0,g48
g48251,-4.152153845902289,234.0,g48
g48253,4.840791306667832,6.0,g48
g48255,3.8427022116496286,17.0,g48
g48257,-3.770684183064059,230.0,g48
g48259,-6.6681595075162035,252.0,g48
g48261,1.5568400313337072,65.0,g48
g48263,0.772448193870428,98.0,g48
g48265,-0.531482800577094,162.0,g48
g48267,0.7274400720645048,99.0,g48
g48269,-3.370508803993771,224.0,g48
g48271,3.002217531514219,32.0,g48
g48273,2.0029059125191018,56.0,g48
g48275,4.290154742673879,10.0,g48
g48277,1.9214705338445408,61.0,g48
g48279,1.0537609825482037,88.0,g48
g48281,-1.8345238639825219,199.0,g48
g48283,5.088443314922974,5.0,g48
g48285,-0.4118323987517627,155.0,g48
g48287,-1.72722993322314,196.0,g48
g48289,-0.1129175159761946,138.0,g48
g48291,-1.9505385825277046,204.0,g48
g48293,1.1820307750753782,79.0,g48
g48295,-2.59248712910974,215.0,g48
g48297,0.294824339627646,116.0,g48
g48299,0.39827579233529475,112.0,g48
g48301,1.1897660941810062,78.0,g48
g48303,-0.15023781811646475,144.0,g48
g48305,0.2431264197978763,123.0,g48
g48307,-0.289829735216901,150.0,g48
g48309,1.2386882564034694,72.0,g48
g48311,-0.6680096283084195,166.0,g48
g48313,3.7673422378315666,19.0,g48
g48315,3.6678236022362642,20.0,g48
g48317,-2.1649598272672685,208.0,g48
g48319,-1.0243132765965763,179.0,g48
g48321,0.25128935653310497,122.0,g48
g48323,0.5750270381369003,104.0,g48
g48325,-2.084409682653149,206.0,g48
g48327,2.5774782067496584,42.0,g48
g48329,-4.0284814816317125,231.0,g48
g48331,1.2057220516562,76.0,g48
g48333,0.32334769396998964,115.0,g48
g48335,2.909419204558277,34.0,g48
g48337,-0.5092208047152391,159.0,g48
g48339,-5.005337980042041,246.0,g48
g48341,-1.3837712405799436,189.0,g48
g48343,3.7701942175455936,18.0,g48
g48345,0.6982433006870868,101.0,g48
g48347,1.4815993508782979,68.0,g48
g48349,0.7199576052919727,100.0,g48
g48351,0.9470318918527589,91.0,g48
g48353,2.180098664137411,49.0,g48
g48355,0.8400225805264,95.0,g48
g48357,-2.7503987273391353,218.0,g48
g48359,-0.22782817621088292,147.0,g48
g48361,-1.187113881765257,185.0,g48
g48363,-0.5236670078112657,161.0,g48
g48365,-0.7548961637947695,172.0,g48
g48367,-5.073500290260251,248.0,g48
g48369,-1.8882861008538834,203.0,g48
g48371,1.0932623144008862,82.0,g48
g48373,2.7273945351327518,39.0,g48
g48375,2.502005788657553,43.0,g48
g48377,2.091586907556596,55.0,g48
g48379,-1.137297444552404,183.0,g48
g48381,-3.3726254870501173,225.0,g48
g48383,-4.401118550093281,239.0,g48
g48385,2.3132158325123178,48.0,g48
g48387,3.2255076132774856,30.0,g48
g48389,3.2651351866830454,28.0,g48
g48391,2.423341266595839,47.0,g48
g48393,-3.31448983354701,223.0,g48
g48395,2.9328527675933875,33.0,g48
g48397,-6.905591341795314,253.0,g48
g48399,2.6681208126281053,40.0,g48
g48401,0.45916879138738137,105.0,g48
g48403,2.4933067416782206,44.0,g48
g48405,7.634803590419918,2.0,g48
g48407,-0.1915853466113251,146.0,g48
g48409,-0.41649661758311723,156.0,g48
g48411,2.1775575532286684,50.0,g48
g48413,-1.360951015291295,188.0,g48
g48415,0.8114256172024679,96.0,g48
g48417,-1.0336589991850624,181.0,g48
g48419,1.3477213204774614,70.0,g48
g48421,-2.5711703976016542,214.0,g48
g48423,-0.5360885201482168,163.0,g48
g48425,-4.036996516564681,232.0,g48
g48427,2.776619325602995,37.0,g48
g48429,-0.1244575340765961,140.0,g48
g48431,-0.30915134113011744,152.0,g48
g48433,-0.012374824719578958,133.0,g48
g48435,-4.7017708452813824,242.0,g48
g48437,1.549318724939185,66.0,g48
g48439,0.43904137864176285,108.0,g48
g48441,0.17773798103283545,127.0,g48
g48443,1.963021912925773,60.0,g48
g48445,1.0700949263788018,86.0,g48
g48447,0.18787936783968884,126.0,g48
g48449,-0.7278499359468646,169.0,g48
g48451,0.13844525153451437,129.0,g48
g48453,-1.6384113020178006,194.0,g48
g48455,0.4044682056258435,111.0,g48
g48457,2.7737687463088516,38.0,g48
g48459,-1.2826439362021478,187.0,g48
g48461,-0.8667713471160678,175.0,g48
g48463,1.3966911176269692,69.0,g48
g48465,0.355298138268642,113.0,g48
g48467,-1.1899482642301384,186.0,g48
g48469,-0.16805859720564598,145.0,g48
g48471,3.9143402691730182,15.0,g48
g48473,-1.7059570161569628,195.0,g48
g48475,1.193543967261269,77.0,g48
g48477,1.2492283316992063,71.0,g48
g48479,-0.33368360928723895,153.0,g48
g48481,1.2070602365310923,75.0,g48
g48483,-1.5054337466254215,192.0,g48
g48485,1.0162453243493823,90.0,g48
g48487,3.1775291651655344,31.0,g48
g48489,4.0571342747133246,12.0,g48
g48491,-4.688290382910678,241.0,g48
g48493,-4.87410231130974,245.0,g48
g48495,-0.5995313859457496,164.0,g48
g48497,-5.336777229000658,249.0,g48
g48499,0.19174470960344736,125.0,g48
g48501,-4.261518518098782,237.0,g48
g48503,-0.7348655161083228,170.0,g48
g48505,0.22004987876313864,124.0,g48
g48507,4.300974740525522,9.0,g48
g51001,0.7471584020302002,47.0,g51
g51003,-0.4235003963812299,82.0,g51
g51005,0.005554844201542994,65.0,g51
g51007,-0.1225939851710976,73.0,g51
g51009,-0.11786892682686576,72.0,g51
g51011,-0.001561744311869285,66.0,g51
g51013,-0.4481214617472178,83.0,g51
g51015,-1.7546421076291236,99.0,g51
g51017,1.373490136886878,38.0,g51
g51019,-1.9206231341235829,102.0,g51
g51021,0.9620443659191984,43.0,g51
g51023,-3.266775023702712,119.0,g51
g51025,3.8661049752306322,9.0,g51
g51027,6.132732432306151,1.0,g51
g51029,1.840084622570545,31.0,g51
g51031,-1.2527794768187204,96.0,g51
g51033,-2.5185953178362874,111.0,g51
g51035,2.0928365748832194,28.0,g51
g51036,-3.9767938132542384,130.0,g51
g51037,2.2597419477089833,25.0,g51
g51041,-3.3241867946721415,122.0,g51
g51043,-2.9420760954608918,115.0,g51
g51045,-1.1747897954842499,93.0,g51
g51047,-1.1724352504980318,92.0,g51
g51049,-0.0425139394228532,70.0,g51
g51051,5.905679868126578,2.0,g51
g51053,-0.9580466644581308,89.0,g51
g51057,0.2141851569763874,59.0,g51
g51059,-0.1796665301923459,75.0,g51
g51061,-3.108599771298774,117.0,g51
g51063,0.7162501834700877,50.0,g51
g51065,-3.388492536585588,123.0,g51
g51067,-0.022309755803534892,69.0,g51
g51069,-2.4155771773295847,108.0,g51
g51071,0.19270229844487297,60.0,g51
g51073,-2.618101085387167,113.0,g51
g51075,-3.527843564423756,124.0,g51
g51077,2.7271481444892705,22.0,g51
g51079,-1.797065668243234,100.0,g51
g51081,2.733008526331602,21.0,g51
g51083,1.4036609430815616,37.0,g51
g51085,-4.702746702107169,134.0,g51
g51087,-2.3923195597332554,107.0,g51
g51089,1.1870383379875606,39.0,g51
g51091,3.3435668619518015,11.0,g51
g51093,-2.497377648610631,110.0,g51
g51095,-2.432156796352258,109.0,g51
g51097,-0.003094249928666637,67.0,g51
g51099,-3.534480608224463,125.0,g51
g51101,-3.83807720364904,127.0,g51
g51103,1.0689610304017607,41.0,g51
g51105,2.910804592800385,16.0,g51
g51107,-2.5912126564655735,112.0,g51
g51109,-1.6921157757615708,98.0,g51
g51111,3.2994100841886076,13.0,g51
g51113,-0.6325911218731046,86.0,g51
g51115,-0.2600735088119096,77.0,g51
g51117,3.3375015803678374,12.0,g51
g51119,0.7040499856346126,51.0,g51
g51121,-1.9285037152455964,103.0,g51
g51125,0.733204930836763,49.0,g51
g51127,-4.321096874200177,133.0,g51
g51131,5.016575922822195,4.0,g51
g51133,1.6746698597489076,32.0,g51
g51135,2.6352438440352435,23.0,g51
g51137,-1.0820275384684686,91.0,g51
g51139,0.48126890159422664,54.0,g51
g51141,2.2425043775105697,26.0,g51
g51143,0.2644469351581738,57.0,g51
g51145,-3.549186094710927,126.0,g51
g51147,0.8775087916367765,46.0,g51
g51149,-3.068427446906402,116.0,g51
g51153,-0.7644455267843214,87.0,g51
g51155,0.06993067471983416,62.0,g51
g51157,-0.6242548415535366,85.0,g51
g51159,2.739309615581441,20.0,g51
g51161,-3.2729167792984435,120.0,g51
g51163,0.2984397618499762,55.0,g51
g51165,-0.26191456161162263,78.0,g51
g51167,3.251477170964911,14.0,g51
g51169,2.8655146670579548,18.0,g51
g51171,0.05147066857719862,64.0,g51
g51173,1.6059175098480751,34.0,g51
g51175,0.9063454311754732,45.0,g51
g51177,-2.8314376245918416,114.0,g51
g51179,-3.9388625933549246,128.0,g51
g51181,0.13638259830026445,61.0,g51
g51183,4.110200528385732,6.0,g51
g51185,2.2254471883509264,27.0,g51
g51187,-2.3622798529734625,105.0,g51
g51191,-0.6047840003457575,84.0,g51
g51193,2.3686490007254815,24.0,g51
g51195,3.859628281208861,10.0,g51
g51197,0.6873231803095818,52.0,g51
g51199,-4.148453541327638,132.0,g51
g51510,0.5937932060267179,53.0,g51
g51515,0.054233265622250004,63.0,g51
g51520,1.0231092940239712,42.0,g51
g51530,-0.009686781661994548,68.0,g51
g51540,0.28444520320765787,56.0,g51
g51550,-3.947735559655756,129.0,g51
g51570,-0.9753315466520246,90.0,g51
g51580,0.7439221217181258,48.0,g51
g51590,2.05667778986828,29.0,g51
g51595,4.015501298592783,8.0,g51
g51600,-0.4056383410428227,81.0,g51
g51610,-2.3722672803620366,106.0,g51
g51620,1.6207280292606816,33.0,g51
g51630,-0.30336638502417834,79.0,g51
g51640,4.516719345452839,5.0,g51
g51650,-1.981702905718545,104.0,g51
g51660,2.8358917310888687,19.0,g51
g51670,1.0911790515936597,40.0,g51
g51678,1.9621116196949306,30.0,g51
g51680,-0.14847525558387575,74.0,g51
g51683,4.070376059535208,7.0,g51
g51685,5.4934553015772485,3.0,g51
g51690,1.5597075831512663,35.0,g51
g51700,-1.3591870882836412,97.0,g51
g51710,-0.362790619502757,80.0,g51
g51720,0.2530080956011599,58.0,g51
g51730,2.8846156764440707,17.0,g51
g51735,-4.022533998879403,131.0,g51
g51740,-1.2053235213676918,94.0,g51
g51750,-0.06920075286961991,71.0,g51
g51760,1.4870407401733965,36.0,g51
g51770,0.9165992367265289,44.0,g51
g51775,-1.8371211657230666,101.0,g51
g51790,-0.7733417833025329,88.0,g51
g51800,-3.3155239900387716,121.0,g51
g51810,-3.154895137367522,118.0,g51
g51820,-0.23380271012405007,76.0,g51
g51830,-1.2302820273284951,95.0,g51
g51840,3.196716215448099,15.0,g51
